i,j,goalCurrent
0,976,"[44.119227706759666, 31.018103110862928, -265.0093033632956, -72.7741408496885]"
0,977,"[44.291119525811595, 31.052636621589226, -264.9707002697388, -72.82852482648893]"
0,978,"[44.22163922676123, 31.03867784992833, -265.035050054564, -72.83999547977447]"
0,979,"[44.23377969634283, 31.04111690164604, -265.02380605279757, -72.83799118331638]"
0,980,"[44.16276829018602, 31.026850526610094, -265.0895738858205, -72.84971461039538]"
0,981,"[44.20626969918077, 31.035590072112694, -265.04928467655304, -72.84253286842201]"
0,982,"[42.96329420283469, 30.78587308225047, -266.20047727108846, -73.04773838935225]"
0,983,"[44.40159228920007, 31.07483088528648, -264.86838495661755, -72.81028663834574]"
0,984,"[44.37651348023235, 31.06979248774513, -264.89161191422716, -72.81442695331869]"
0,985,"[44.47740636956587, 31.090062129984204, -264.79816908499726, -72.79777032736372]"
0,986,"[44.5067416950953, 31.095955672704374, -264.77099991745774, -72.79292729483844]"
0,987,"[44.46089669463502, 31.086745293619, -264.81345966439676, -72.80049594541052]"
0,988,"[44.62534319649986, 31.119783020878938, -264.6611561027413, -72.77334711570347]"
0,989,"[45.41949459782052, 31.279330090001082, -263.92564585750495, -72.64223893820156]"
0,990,"[45.384546621314676, 31.27230895119306, -263.9580132306879, -72.64800857545139]"
0,991,"[45.30214497869521, 31.25575424821209, -264.0343302305322, -72.6616124413755]"
0,992,"[45.19167030620957, 31.23355960097228, -264.13664731178045, -72.67985094469567]"
0,993,"[45.572058256154385, 31.30998052328275, -263.78434769500257, -72.61705187290909]"
0,994,"[45.55174363833234, 31.305899264056293, -263.8031622554394, -72.6204056572314]"
0,995,"[45.526652608851634, 31.300858411382297, -263.8264005311837, -72.62454798971535]"
0,996,"[45.51369923897772, 31.298256045894806, -263.83839740764427, -72.62668648964603]"
0,997,"[45.6028279945532, 31.31616224325582, -263.7558500334761, -72.6119720300517]"
0,998,"[45.61139886582199, 31.31788415344635, -263.7479120463136, -72.61055704632216]"
0,999,"[45.54332336811639, 31.304207610006525, -263.81096076212367, -72.62179577790644]"
