i,j,f_learnt
0,632,"[10.263857753142586, -157.10134496227377, -10.263857753142595, 157.10134496227377]"
0,633,"[10.402365979982962, -159.22138883352682, -10.40236597998297, 159.22138883352682]"
0,634,"[10.336906689682186, -158.2194514729492, -10.336906689682195, 158.2194514729492]"
0,635,"[10.4971181840404, -160.6716913468294, -10.497118184040408, 160.6716913468294]"
0,636,"[10.471668661292187, -160.28215416221985, -10.471668661292195, 160.28215416221985]"
0,637,"[10.560258719140725, -161.63813722171125, -10.560258719140734, 161.63813722171125]"
0,638,"[10.767887136901038, -164.8161531750741, -10.767887136901047, 164.8161531750741]"
0,639,"[11.014960097647586, -168.59791782640215, -11.014960097647595, 168.59791782640215]"
0,640,"[11.146917155025205, -170.61768775013678, -11.146917155025214, 170.61768775013678]"
0,641,"[11.126330645691066, -170.30258514619806, -11.126330645691075, 170.30258514619806]"
0,642,"[11.222330352606196, -171.7719822710494, -11.222330352606205, 171.7719822710494]"
0,643,"[11.188863242569655, -171.25972575647222, -11.188863242569665, 171.25972575647222]"
0,644,"[11.187299170806522, -171.23578565680253, -11.187299170806531, 171.23578565680253]"
0,645,"[9.680224642656572, -172.680419017374, -9.680224642656572, 172.680419017374]"
0,646,"[9.793815978939644, -174.70671492167247, -9.793815978939644, 174.70671492167247]"
0,647,"[10.068136704596661, -179.60017758398155, -10.068136704596661, 179.60017758398155]"
0,648,"[12.217377056363722, -180.48182767991182, -12.217377056363729, 180.48182767991182]"
0,649,"[12.525600598528468, -185.03507572711803, -12.525600598528477, 185.03507572711803]"
0,650,"[12.510229385097691, -184.80800369022776, -12.510229385097698, 184.80800369022776]"
0,651,"[6.181435009703632, -188.79399812576062, -6.181435009703624, 188.79399812576062]"
0,652,"[6.276826338573487, -191.70744950648344, -6.276826338573479, 191.70744950648344]"
0,653,"[6.292643430479731, -192.19053668850745, -6.292643430479723, 192.19053668850745]"
0,654,"[12.920549484940313, -195.86848751054137, -12.920549484940313, 195.86848751054137]"
0,655,"[12.821404731410212, -194.3655070884486, -12.821404731410212, 194.3655070884486]"
0,656,"[12.863967319111286, -195.0107327181527, -12.863967319111286, 195.0107327181527]"
0,657,"[6.337843410005015, -193.5710389240539, -6.337843410005007, 193.5710389240539]"
0,658,"[6.37300030048798, -194.6448041428953, -6.373000300487972, 194.6448041428953]"
0,659,"[6.446113156602205, -196.8778242100043, -6.446113156602197, 196.8778242100043]"
0,660,"[6.497719661842239, -198.45399518620468, -6.49771966184223, 198.45399518620468]"
0,661,"[6.507121027020206, -198.74113260931153, -6.507121027020198, 198.74113260931153]"
0,662,"[6.538680153396039, -199.7050145617217, -6.538680153396031, 199.7050145617217]"
0,663,"[9.110158887240859, -200.88086732810325, -9.110158887240857, 200.88086732810325]"
0,664,"[9.221018262541937, -203.32533923441892, -9.221018262541936, 203.32533923441892]"
0,665,"[9.26963271917796, -204.3972979493658, -9.269632719177958, 204.3972979493658]"
0,666,"[6.75942689392519, -206.19490791064416, -6.759426893925209, 206.19490791064416]"
0,667,"[6.749950977985013, -205.90584707082505, -6.749950977985032, 205.90584707082505]"
0,668,"[6.8171927743933844, -207.95704404887522, -6.817192774393404, 207.95704404887522]"
0,669,"[6.834236403521015, -208.47695640144363, -6.834236403521033, 208.47695640144363]"
0,670,"[6.927432235326295, -211.31987581729172, -6.927432235326314, 211.31987581729172]"
0,671,"[6.993142100160502, -213.3243415421133, -6.993142100160521, 213.3243415421133]"
0,672,"[7.036214008832071, -214.63824113470324, -7.036214008832091, 214.63824113470324]"
0,673,"[7.128549172026504, -217.45490603404568, -7.128549172026523, 217.45490603404568]"
0,674,"[7.194613545826561, -219.47018598094763, -7.194613545826582, 219.47018598094763]"
0,675,"[7.254852934615342, -221.30777597471754, -7.254852934615362, 221.30777597471754]"
0,676,"[5.347308440580857, -221.74501386873933, -5.347308440580871, 221.74501386873933]"
0,677,"[5.353988376692507, -222.02202099151518, -5.353988376692522, 222.02202099151518]"
0,678,"[5.400687873945781, -223.95858043654422, -5.400687873945796, 223.95858043654422]"
0,679,"[6.71993947318199, -224.90595267629877, -6.7199394731820075, 224.90595267629877]"
0,680,"[6.74689118577066, -225.80798469908757, -6.746891185770677, 225.80798469908757]"
0,681,"[6.6868986572225015, -223.80012780685956, -6.686898657222518, 223.80012780685956]"
0,682,"[6.071949436933268, -225.24969728129548, -6.071949436933288, 225.24969728129548]"
0,683,"[6.141453535462991, -227.82807467330755, -6.141453535463009, 227.82807467330755]"
0,684,"[6.196820917491172, -229.88202557830792, -6.19682091749119, 229.88202557830792]"
0,685,"[6.1703653580598985, -228.90060983774615, -6.170365358059918, 228.90060983774615]"
0,686,"[6.066193552946317, -225.03617259056588, -6.066193552946336, 225.03617259056588]"
0,687,"[6.111929427235006, -226.73282569109395, -6.111929427235026, 226.73282569109395]"
0,688,"[6.104386101691082, -226.45299269628538, -6.104386101691101, 226.45299269628538]"
0,689,"[6.097947736480875, -226.21415015820952, -6.0979477364808945, 226.21415015820952]"
0,690,"[6.136336345263437, -227.6382434575914, -6.136336345263457, 227.6382434575914]"
0,691,"[7.331784756769682, -227.3338808525906, -7.331784756769679, 227.3338808525906]"
0,692,"[7.478237366169978, -231.87488159940284, -7.478237366169975, 231.87488159940284]"
0,693,"[7.283396859421396, -225.83353559486522, -7.283396859421393, 225.83353559486522]"
0,694,"[7.262616953803224, -225.1892209096083, -7.262616953803222, 225.1892209096083]"
0,695,"[7.766024108467499, -228.2572657757683, -7.7660241084675015, 228.2572657757683]"
0,696,"[7.829854713051003, -230.1333608112137, -7.829854713051007, 230.1333608112137]"
0,697,"[7.783313380218049, -228.7654282334063, -7.783313380218052, 228.7654282334063]"
0,698,"[2.5541732262080776, -223.45249303039213, -2.55417322620808, 223.45249303039213]"
0,699,"[2.5818088029938306, -225.87019848033813, -2.5818088029938333, 225.87019848033813]"
0,700,"[2.486202900680366, -217.50609184843205, -2.486202900680368, 217.50609184843205]"
0,701,"[7.409261796908278, -217.77138669131358, -7.4092617969082815, 217.77138669131358]"
0,702,"[7.466823548349609, -219.4632289794333, -7.466823548349612, 219.4632289794333]"
0,703,"[7.3991176146142195, -217.47323112526942, -7.399117614614223, 217.47323112526942]"
0,704,"[7.373903181678339, -216.73213408003167, -7.373903181678342, 216.73213408003167]"
0,705,"[7.386815641448476, -217.11165424638776, -7.38681564144848, 217.11165424638776]"
0,706,"[7.557180714661766, -222.1189868598617, -7.5571807146617695, 222.1189868598617]"
0,707,"[2.567592079765467, -223.84302358642296, -2.5675920797654714, 223.84302358642296]"
0,708,"[2.5851818005786584, -225.37649781774456, -2.585181800578663, 225.37649781774456]"
0,709,"[2.5587227782122715, -223.06979668156802, -2.558722778212276, 223.06979668156802]"
0,710,"[2.557238298872695, -222.94037957265846, -2.557238298872699, 222.94037957265846]"
0,711,"[2.604201875893286, -227.03467054729148, -2.6042018758932906, 227.03467054729148]"
0,712,"[2.585501846269132, -225.40439944417736, -2.5855018462691364, 225.40439944417736]"
0,713,"[2.595419070118808, -226.26898435608345, -2.5954190701188122, 226.26898435608345]"
0,714,"[2.5947783260523987, -226.21312420201133, -2.594778326052403, 226.21312420201133]"
0,715,"[2.6276601354810305, -229.07976477996863, -2.627660135481035, 229.07976477996863]"
0,716,"[2.5867296247508307, -225.51143733769774, -2.586729624750835, 225.51143733769774]"
0,717,"[2.572975399154249, -224.3123420963268, -2.5729753991542537, 224.3123420963268]"
0,718,"[2.57571359010186, -224.55105795220612, -2.5757135901018646, 224.55105795220612]"
0,719,"[2.5936099641096484, -226.11126625036488, -2.593609964109653, 226.11126625036488]"
0,720,"[6.844161432602037, -229.1402271328698, -6.844161432602039, 229.1402271328698]"
0,721,"[6.897435152911057, -230.92381340447255, -6.89743515291106, 230.92381340447255]"
0,722,"[6.8493809503857594, -229.31497483604196, -6.849380950385763, 229.31497483604196]"
0,723,"[5.354047449125382, -232.1378311490757, -5.35404744912537, 232.1378311490757]"
0,724,"[5.393378185145392, -233.843111470914, -5.39337818514538, 233.843111470914]"
0,725,"[5.300562394579926, -229.81885570497496, -5.300562394579915, 229.81885570497496]"
0,726,"[5.290748408702929, -229.39334632761862, -5.290748408702918, 229.39334632761862]"
0,727,"[5.3313409780450245, -231.15333652146379, -5.331340978045014, 231.15333652146379]"
0,728,"[5.322297543182735, -230.76123626926807, -5.3222975431827235, 230.76123626926807]"
0,729,"[5.3249159593985445, -230.8747641128592, -5.324915959398534, 230.8747641128592]"
0,730,"[5.348848558028211, -231.91242050130967, -5.3488485580282, 231.91242050130967]"
0,731,"[5.304331835380559, -229.9822890365654, -5.304331835380547, 229.9822890365654]"
0,732,"[5.34328244834263, -231.6710881928783, -5.3432824483426185, 231.6710881928783]"
0,733,"[5.383308648787825, -233.4065220770146, -5.383308648787813, 233.4065220770146]"
0,734,"[5.129906703533127, -222.41966054107664, -5.129906703533116, 222.41966054107664]"
0,735,"[7.334987347132113, -215.52490850899449, -7.334987347132109, 215.52490850899449]"
0,736,"[7.261551675142859, -213.367138394644, -7.261551675142854, 213.367138394644]"
0,737,"[7.144109057528785, -209.91630634566621, -7.14410905752878, 209.91630634566621]"
0,738,"[2.407396246889371, -208.96612417021285, -2.4073962468893555, 208.96612417021285]"
0,739,"[2.392374209456451, -207.66218555040598, -2.3923742094564355, 207.66218555040598]"
0,740,"[2.36164449030173, -204.9947932102798, -2.361644490301715, 204.9947932102798]"
0,741,"[2.3669284278683507, -205.4534480557714, -2.3669284278683356, 205.4534480557714]"
0,742,"[2.320803809808306, -201.4497520803818, -2.320803809808291, 201.4497520803818]"
0,743,"[2.341916283747506, -203.28235103720903, -2.3419162837474903, 203.28235103720903]"
0,744,"[2.338865017129801, -203.01749586027853, -2.338865017129786, 203.01749586027853]"
0,745,"[2.3743185654218726, -206.09492467335755, -2.374318565421857, 206.09492467335755]"
0,746,"[2.393677295534659, -207.77529565746667, -2.3936772955346433, 207.77529565746667]"
0,747,"[2.369905236532579, -205.71184015460594, -2.369905236532564, 205.71184015460594]"
0,748,"[6.117878714923484, -205.4441141713169, -6.117878714923488, 205.4441141713169]"
0,749,"[6.136476463037414, -206.0686440230656, -6.136476463037417, 206.0686440230656]"
0,750,"[6.230191423598456, -209.215680431306, -6.23019142359846, 209.215680431306]"
0,751,"[6.208788308968329, -208.4969437366789, -6.208788308968333, 208.4969437366789]"
0,752,"[6.253316028478052, -209.9922263856188, -6.253316028478055, 209.9922263856188]"
0,753,"[6.091763996719683, -204.567157402768, -6.091763996719687, 204.567157402768]"
0,754,"[14.022883854761481, -197.92862723827437, -14.022883854761497, 197.92862723827437]"
0,755,"[13.828133250360592, -195.17978326422948, -13.828133250360608, 195.17978326422948]"
0,756,"[13.747404615123024, -194.04032378379134, -13.74740461512304, 194.04032378379134]"
0,757,"[13.446879188607161, -189.79850122171655, -13.446879188607177, 189.79850122171655]"
0,758,"[13.560017546080772, -191.3954138122135, -13.560017546080788, 191.3954138122135]"
0,759,"[13.16384019288113, -185.80349417044363, -13.163840192881144, 185.80349417044363]"
0,760,"[12.63723849847327, -182.0108231685574, -12.63723849847328, 182.0108231685574]"
0,761,"[12.648625690218688, -182.17482989703785, -12.648625690218697, 182.17482989703785]"
0,762,"[12.487952956581863, -179.86070276289269, -12.487952956581873, 179.86070276289269]"
0,763,"[12.264835194706016, -176.64719630675867, -12.264835194706025, 176.64719630675867]"
0,764,"[12.472871350034696, -179.64348634945824, -12.472871350034705, 179.64348634945824]"
0,765,"[12.477332257016842, -179.70773561973962, -12.477332257016853, 179.70773561973962]"
0,766,"[6.040881837002496, -177.50003423559545, -6.040881837002493, 177.50003423559545]"
0,767,"[6.027013943187136, -177.09255206769006, -6.027013943187132, 177.09255206769006]"
0,768,"[6.024283578049228, -177.01232538580302, -6.024283578049224, 177.01232538580302]"
0,769,"[6.0268546107550955, -177.08787038165397, -6.026854610755092, 177.08787038165397]"
0,770,"[6.043842356220542, -177.58702356542133, -6.043842356220537, 177.58702356542133]"
0,771,"[6.091302766984296, -178.98155912541202, -6.091302766984292, 178.98155912541202]"
0,772,"[6.244356393715537, -183.47875419025667, -6.244356393715533, 183.47875419025667]"
0,773,"[7.684328062625816, -179.85145765826152, -7.684328062625817, 179.85145765826152]"
0,774,"[7.5953867484004265, -177.76978898416127, -7.595386748400427, 177.76978898416127]"
0,775,"[7.624670823757318, -178.45518185080985, -7.624670823757319, 178.45518185080985]"
0,776,"[14.218314335578658, -175.52067021597162, -14.21831433557865, 175.52067021597162]"
0,777,"[14.344432060885424, -177.07755432680926, -14.344432060885417, 177.07755432680926]"
0,778,"[13.796543452604022, -170.31403978777485, -13.796543452604014, 170.31403978777485]"
0,779,"[11.974351753365196, -167.68213313092951, -11.974351753365191, 167.68213313092951]"
0,780,"[12.08271807054022, -169.19963450367348, -12.082718070540215, 169.19963450367348]"
0,781,"[12.11115163769276, -169.59780229520504, -12.111151637692757, 169.59780229520504]"
0,782,"[11.915338931788863, -166.85575054189178, -11.91533893178886, 166.85575054189178]"
0,783,"[12.02080064330439, -168.33257743948081, -12.020800643304387, 168.33257743948081]"
0,784,"[11.846066673921369, -165.88570053791116, -11.846066673921364, 165.88570053791116]"
0,785,"[11.555137843088147, -164.87458149760425, -11.55513784308815, 164.87458149760425]"
0,786,"[11.71356737477407, -167.13513460292293, -11.713567374774076, 167.13513460292293]"
0,787,"[11.894199928519251, -169.7124917152307, -11.894199928519257, 169.7124917152307]"
0,788,"[11.969253725084386, -170.78339744275388, -11.969253725084391, 170.78339744275388]"
0,789,"[11.987162117030305, -171.03892348385125, -11.98716211703031, 171.03892348385125]"
0,790,"[12.030169237324325, -171.65257094147418, -12.03016923732433, 171.65257094147418]"
0,791,"[12.146752558725126, -173.3160410433956, -12.146752558725131, 173.3160410433956]"
0,792,"[12.091118974039565, -172.52223277240813, -12.09111897403957, 172.52223277240813]"
0,793,"[11.979357583909557, -170.9275644373785, -11.979357583909563, 170.9275644373785]"
0,794,"[12.051648296421284, -171.95904507684693, -12.05164829642129, 171.95904507684693]"
0,795,"[12.035738827285591, -171.73204068267904, -12.035738827285595, 171.73204068267904]"
0,796,"[12.139285175200627, -173.20949261877246, -12.13928517520063, 173.20949261877246]"
0,797,"[12.19883329483908, -174.05915546465812, -12.198833294839083, 174.05915546465812]"
0,798,"[5.984132715427552, -175.78085748636735, -5.984132715427535, 175.78085748636735]"
0,799,"[6.079777911790688, -178.59038652435476, -6.0797779117906705, 178.59038652435476]"
0,800,"[6.126688947301079, -179.96837435312247, -6.126688947301061, 179.96837435312247]"
0,801,"[6.313107628978848, -176.91140762513683, -6.313107628978834, 176.91140762513683]"
0,802,"[6.390934059849937, -179.0923277432486, -6.390934059849923, 179.0923277432486]"
0,803,"[6.3670818222695145, -178.4239195402913, -6.367081822269501, 178.4239195402913]"
0,804,"[5.849095004996031, -177.12724453694418, -5.849095004996039, 177.12724453694418]"
0,805,"[5.889893509667916, -178.36273937975076, -5.889893509667923, 178.36273937975076]"
0,806,"[5.8728615026966695, -177.8469617318969, -5.8728615026966775, 177.8469617318969]"
0,807,"[5.903686321042086, -178.78042496547604, -5.903686321042093, 178.78042496547604]"
0,808,"[5.948213991918741, -180.1288495749743, -5.948213991918749, 180.1288495749743]"
0,809,"[5.981323103458319, -181.1314877080637, -5.981323103458326, 181.1314877080637]"
0,810,"[6.015357457410443, -182.1621448148444, -6.01535745741045, 182.1621448148444]"
0,811,"[6.023471538006972, -182.4078622697304, -6.023471538006979, 182.4078622697304]"
0,812,"[6.071143135049403, -183.85149391182014, -6.071143135049411, 183.85149391182014]"
0,813,"[6.112359114178458, -185.0996310694122, -6.1123591141784654, 185.0996310694122]"
0,814,"[6.060884363441047, -183.54082910884296, -6.060884363441055, 183.54082910884296]"
0,815,"[6.075923306296214, -183.9962511025717, -6.075923306296221, 183.9962511025717]"
0,816,"[6.100629941873457, -184.74443834826317, -6.100629941873465, 184.74443834826317]"
0,817,"[6.133481363698464, -185.73927290335484, -6.133481363698471, 185.73927290335484]"
0,818,"[6.224331157402636, -188.49046323482062, -6.224331157402644, 188.49046323482062]"
0,819,"[6.244718661445605, -189.10785488447453, -6.244718661445613, 189.10785488447453]"
0,820,"[8.059024795692384, -190.72302811293326, -8.059024795692387, 190.72302811293326]"
0,821,"[8.113774044661833, -192.01871125265305, -8.113774044661836, 192.01871125265305]"
0,822,"[8.057452903580106, -190.68582807556888, -8.05745290358011, 190.68582807556888]"
0,823,"[4.386831546321952, -191.11378362654435, -4.386831546321952, 191.11378362654435]"
0,824,"[4.413318108369153, -192.26767956137775, -4.413318108369153, 192.26767956137775]"
0,825,"[4.400706330669425, -191.71824324749127, -4.400706330669425, 191.71824324749127]"
0,826,"[5.789104837878843, -193.88225555040702, -5.789104837878828, 193.88225555040702]"
0,827,"[5.776159793182942, -193.44871452219488, -5.776159793182927, 193.44871452219488]"
0,828,"[5.731668755307017, -191.9586702033009, -5.731668755307002, 191.9586702033009]"
0,829,"[5.782690476717485, -192.698518849237, -5.782690476717479, 192.698518849237]"
0,830,"[5.820187051549214, -193.9480296887131, -5.820187051549208, 193.9480296887131]"
0,831,"[5.861625955212318, -195.32891206358116, -5.861625955212313, 195.32891206358116]"
0,832,"[6.230954854015637, -192.60304374325636, -6.23095485401564, 192.60304374325636]"
0,833,"[6.270803199928195, -193.83478316212674, -6.2708031999281975, 193.83478316212674]"
0,834,"[6.306417980254931, -194.93566019524405, -6.306417980254934, 194.93566019524405]"
0,835,"[4.367022792722866, -191.08370792034623, -4.367022792722867, 191.08370792034623]"
0,836,"[4.394772490432878, -192.2979253365992, -4.394772490432879, 192.2979253365992]"
0,837,"[4.385043697422788, -191.87223169353985, -4.385043697422789, 191.87223169353985]"
0,838,"[6.213683268288201, -192.06916730548488, -6.213683268288204, 192.06916730548488]"
0,839,"[6.179684650519941, -191.0182469540061, -6.179684650519944, 191.0182469540061]"
0,840,"[6.215792861535571, -192.13437626462888, -6.215792861535574, 192.13437626462888]"
0,841,"[6.210423941289435, -191.96841929571357, -6.210423941289438, 191.96841929571357]"
0,842,"[6.222516601246411, -192.34221162276992, -6.222516601246413, 192.34221162276992]"
0,843,"[6.249305799066476, -193.17028391031982, -6.249305799066478, 193.17028391031982]"
0,844,"[6.341895740466374, -196.03230184359649, -6.341895740466376, 196.03230184359649]"
0,845,"[6.265848292997289, -193.68162362579304, -6.265848292997291, 193.68162362579304]"
0,846,"[6.303689372534951, -194.85131707860106, -6.303689372534953, 194.85131707860106]"
0,847,"[6.275192840003996, -193.9704699162992, -6.275192840003999, 193.9704699162992]"
0,848,"[2.2709208931816214, -194.75282825425566, -2.2709208931816223, 194.75282825425566]"
0,849,"[2.2879568622300392, -196.2138228508499, -2.28795686223004, 196.2138228508499]"
0,850,"[2.29595517375426, -196.89975330103758, -2.2959551737542614, 196.89975330103758]"
0,851,"[2.875027707377793, -199.77965661083542, -2.875027707377807, 199.77965661083542]"
0,852,"[2.889021198552515, -200.75203501765867, -2.889021198552529, 200.75203501765867]"
0,853,"[2.8821423917380953, -200.27404113267784, -2.88214239173811, 200.27404113267784]"
0,854,"[6.495204243902406, -200.64699913888137, -6.495204243902388, 200.64699913888137]"
0,855,"[6.520228281425897, -201.42003072447636, -6.520228281425879, 201.42003072447636]"
0,856,"[6.468646644186006, -199.82659342301343, -6.468646644185989, 199.82659342301343]"
0,857,"[6.479169022100644, -200.1516461038986, -6.479169022100625, 200.1516461038986]"
0,858,"[6.514071443894887, -201.22983640134285, -6.514071443894868, 201.22983640134285]"
0,859,"[6.5553011469539815, -202.5034862949487, -6.555301146953963, 202.5034862949487]"
0,860,"[4.5790285371099, -200.88792239813938, -4.579028537109884, 200.88792239813938]"
0,861,"[4.6094447696386185, -202.22232197882633, -4.609444769638603, 202.22232197882633]"
0,862,"[4.677872351304565, -205.2243287591285, -4.67787235130455, 205.2243287591285]"
0,863,"[2.416406318768492, -206.3446514584321, -2.416406318768495, 206.3446514584321]"
0,864,"[2.39503511397975, -204.51969604049265, -2.395035113979753, 204.51969604049265]"
0,865,"[2.4035704578060697, -205.24855630428198, -2.403570457806073, 205.24855630428198]"
0,866,"[2.420392942066346, -206.68508195164114, -2.420392942066349, 206.68508195164114]"
0,867,"[2.432688375020667, -207.7350282325228, -2.4326883750206703, 207.7350282325228]"
0,868,"[2.415889798875446, -206.30054417544991, -2.4158897988754493, 206.30054417544991]"
0,869,"[2.4283334074502547, -207.363143645709, -2.4283334074502583, 207.363143645709]"
0,870,"[2.4457636997078795, -208.8515719587715, -2.4457636997078827, 208.8515719587715]"
0,871,"[2.453929683577442, -209.54889139643905, -2.453929683577445, 209.54889139643905]"
0,872,"[2.4662019224736382, -210.59685706263585, -2.466201922473642, 210.59685706263585]"
0,873,"[2.4756080611911138, -211.400077282742, -2.4756080611911173, 211.400077282742]"
0,874,"[2.47145753531241, -211.045650624792, -2.471457535312413, 211.045650624792]"
0,875,"[2.47746615681372, -211.55874600109667, -2.4774661568137235, 211.55874600109667]"
0,876,"[2.4719201738276366, -211.085156804872, -2.47192017382764, 211.085156804872]"
0,877,"[2.4803997909927107, -211.8092583911151, -2.480399790992714, 211.8092583911151]"
0,878,"[2.448640887365951, -209.0972642001276, -2.448640887365954, 209.0972642001276]"
0,879,"[2.4606845192633875, -210.12570838472845, -2.460684519263391, 210.12570838472845]"
0,880,"[2.4763070440390607, -211.45976566007107, -2.4763070440390638, 211.45976566007107]"
0,881,"[2.483199455832299, -212.04833071146052, -2.4831994558323025, 212.04833071146052]"
0,882,"[2.4939821083262066, -212.96909583832323, -2.4939821083262097, 212.96909583832323]"
0,883,"[2.499468029036394, -213.43755612502252, -2.4994680290363975, 213.43755612502252]"
0,884,"[2.538265320995139, -216.7505807701651, -2.5382653209951425, 216.7505807701651]"
0,885,"[2.5461247965530065, -217.42172648437625, -2.54612479655301, 217.42172648437625]"
0,886,"[2.5512922074720374, -217.8629882029656, -2.551292207472041, 217.8629882029656]"
0,887,"[2.553174717561388, -218.02374175059413, -2.5531747175613915, 218.02374175059413]"
0,888,"[2.563476332475655, -218.90342954251597, -2.5634763324756586, 218.90342954251597]"
0,889,"[2.5521482428956936, -217.93608780122372, -2.5521482428956968, 217.93608780122372]"
0,890,"[2.559849994119074, -218.59376493087876, -2.5598499941190775, 218.59376493087876]"
0,891,"[2.5575519633840362, -218.3975287485037, -2.55755196338404, 218.3975287485037]"
0,892,"[2.5632266827271377, -218.88211115332604, -2.5632266827271413, 218.88211115332604]"
0,893,"[2.576821694393724, -220.0430326101714, -2.5768216943937277, 220.0430326101714]"
0,894,"[2.586634784762154, -220.881003731202, -2.5866347847621576, 220.881003731202]"
0,895,"[2.5717274128340892, -219.6080156410924, -2.5717274128340923, 219.6080156410924]"
0,896,"[2.581375997916949, -220.4319391305014, -2.581375997916952, 220.4319391305014]"
0,897,"[2.589930066771664, -221.16239838425687, -2.5899300667716676, 221.16239838425687]"
0,898,"[2.6028902562411957, -222.26911034662612, -2.602890256241199, 222.26911034662612]"
0,899,"[2.61101355749627, -222.96278497955146, -2.6110135574962734, 222.96278497955146]"
0,900,"[2.6145337997018387, -223.26338970207493, -2.6145337997018423, 223.26338970207493]"
0,901,"[6.7244191445872215, -222.74279040191215, -6.724419144587236, 222.74279040191215]"
0,902,"[6.655503779436309, -220.4600057620467, -6.655503779436323, 220.4600057620467]"
0,903,"[6.608054255614685, -218.88826564412471, -6.608054255614699, 218.88826564412471]"
0,904,"[4.980395462290019, -219.07337091185065, -4.980395462290029, 219.07337091185065]"
0,905,"[4.995585005504426, -219.7415155320494, -4.995585005504436, 219.7415155320494]"
0,906,"[5.012702943696387, -220.4944847392475, -5.012702943696397, 220.4944847392475]"
0,907,"[7.572608890486988, -222.3761403063002, -7.572608890486978, 222.3761403063002]"
0,908,"[7.616191593265371, -223.65598366915347, -7.616191593265362, 223.65598366915347]"
0,909,"[7.546742841786751, -221.6165616514248, -7.546742841786742, 221.6165616514248]"
0,910,"[2.5990410694755823, -221.18480496500186, -2.5990410694755925, 221.18480496500186]"
0,911,"[2.607611730478636, -221.91418935397735, -2.6076117304786464, 221.91418935397735]"
0,912,"[2.5988252332212896, -221.16643676744977, -2.5988252332212998, 221.16643676744977]"
0,913,"[2.613338830025948, -222.40157965006182, -2.613338830025959, 222.40157965006182]"
0,914,"[2.5871055899232402, -220.1690662189107, -2.5871055899232505, 220.1690662189107]"
0,915,"[2.5752233725171965, -219.1578602128287, -2.5752233725172067, 219.1578602128287]"
0,916,"[2.573483031734752, -219.00975292008198, -2.573483031734763, 219.00975292008198]"
0,917,"[2.5847931818412992, -219.972274588101, -2.5847931818413095, 219.972274588101]"
0,918,"[2.5890274900396424, -220.33262465875268, -2.5890274900396526, 220.33262465875268]"
0,919,"[2.5925646779191864, -220.63364807098347, -2.5925646779191966, 220.63364807098347]"
0,920,"[2.5759421824831423, -219.21903271371445, -2.5759421824831525, 219.21903271371445]"
0,921,"[2.5823933906116103, -219.7680464359069, -2.5823933906116205, 219.7680464359069]"
0,922,"[2.5788758954881663, -219.468698925788, -2.5788758954881765, 219.468698925788]"
0,923,"[2.586708423263441, -220.1352663566392, -2.586708423263451, 220.1352663566392]"
0,924,"[2.6008247866560406, -221.33660369619776, -2.600824786656051, 221.33660369619776]"
0,925,"[2.6162149953815796, -222.64634841524364, -2.61621499538159, 222.64634841524364]"
0,926,"[2.61201737572466, -222.28912062995113, -2.6120173757246703, 222.28912062995113]"
0,927,"[2.6235971018297835, -223.2745838802978, -2.6235971018297937, 223.2745838802978]"
0,928,"[2.6310723279437713, -223.910744058569, -2.631072327943782, 223.910744058569]"
0,929,"[2.6326032773131893, -224.04103162565016, -2.6326032773132, 224.04103162565016]"
0,930,"[2.6393509639120993, -224.61527639687495, -2.63935096391211, 224.61527639687495]"
0,931,"[2.6335857336089123, -224.12464107942455, -2.6335857336089226, 224.12464107942455]"
0,932,"[2.61804973976624, -222.80248968736427, -2.61804973976625, 222.80248968736427]"
0,933,"[2.626955640112965, -223.56040377127894, -2.6269556401129757, 223.56040377127894]"
0,934,"[2.632849166494673, -224.061957401425, -2.6328491664946836, 224.061957401425]"
0,935,"[2.642846910201789, -224.912790048096, -2.6428469102017997, 224.912790048096]"
0,936,"[2.6487443561513144, -225.41467724313006, -2.648744356151325, 225.41467724313006]"
0,937,"[2.651202854731596, -225.62390153564806, -2.6512028547316064, 225.62390153564806]"
0,938,"[2.658497950993997, -226.24473221929927, -2.6584979509940077, 226.24473221929927]"
0,939,"[2.64924594132296, -225.45736337828455, -2.6492459413229703, 225.45736337828455]"
0,940,"[2.6827022111058367, -228.30457444920282, -2.6827022111058474, 228.30457444920282]"
0,941,"[2.684215283841441, -228.43334067065774, -2.6842152838414517, 228.43334067065774]"
0,942,"[2.6940304292657404, -229.26863375312325, -2.694030429265751, 229.26863375312325]"
0,943,"[2.7112548984287743, -230.73447855919247, -2.711254898428785, 230.73447855919247]"
0,944,"[2.716724409878539, -231.1999474728923, -2.7167244098785495, 231.1999474728923]"
0,945,"[2.7267006846156447, -232.048953057267, -2.7267006846156554, 232.048953057267]"
0,946,"[2.732252272095199, -232.52140684352412, -2.7322522720952103, 232.52140684352412]"
0,947,"[2.7067244197785953, -230.34892365265145, -2.706724419778606, 230.34892365265145]"
0,948,"[2.7133426332816937, -230.91214994410626, -2.7133426332817043, 230.91214994410626]"
0,949,"[2.719131471469045, -231.40479435072263, -2.719131471469056, 231.40479435072263]"
0,950,"[2.721478320815108, -231.6045170180508, -2.721478320815119, 231.6045170180508]"
0,951,"[2.7021280117807795, -229.95775799602657, -2.70212801178079, 229.95775799602657]"
0,952,"[2.7191826504585976, -231.40914980895505, -2.7191826504586087, 231.40914980895505]"
0,953,"[2.7509331301820668, -234.1111939388686, -2.7509331301820774, 234.1111939388686]"
